Macros,Netlist,HPWL
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134)]","[(0, 28), (1, 13), (2, 18), (3, 11), (4, 12), (5, 6), (7, 20), (8, 34), (9, 21), (10, 27), (14, 26), (15, 23), (16, 22), (17, 25), (19, 29), (24, 33), (30, 35), (31, 32)]",14075.617304679336
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130)]","[(0, 30), (1, 7), (2, 24), (3, 9), (4, 31), (5, 18), (6, 27), (8, 28), (10, 23), (11, 15), (12, 21), (13, 16), (14, 19), (17, 20), (22, 26), (25, 29)]",11024.403321315414
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132)]","[(0, 11), (1, 39), (2, 44), (3, 35), (4, 13), (5, 16), (6, 9), (7, 18), (8, 10), (12, 21), (14, 36), (15, 32), (17, 34), (19, 43), (20, 26), (22, 27), (23, 42), (24, 28), (25, 30), (29, 40), (31, 33), (37, 38), (41, 45)]",21531.810515381138
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61)]","[(0, 6), (1, 9), (2, 18), (3, 16), (4, 17), (5, 15), (7, 8), (10, 20), (11, 13), (12, 23), (14, 19), (21, 22)]",6477.012515614442
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71), (118, 143), (81, 70), (109, 98), (84, 131), (138, 121), (78, 137), (91, 148), (149, 57), (79, 54), (90, 101)]","[(0, 43), (1, 3), (2, 55), (4, 38), (5, 33), (6, 36), (7, 24), (8, 41), (9, 10), (11, 14), (12, 19), (13, 17), (15, 47), (16, 51), (18, 28), (20, 48), (21, 40), (22, 45), (23, 32), (25, 34), (26, 37), (27, 44), (29, 42), (30, 53), (31, 57), (35, 46), (39, 52), (49, 56), (50, 54)]",40289.34746851234
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134)]","[(0, 28), (1, 16), (2, 30), (3, 21), (4, 10), (5, 23), (6, 33), (7, 20), (8, 22), (9, 13), (11, 25), (12, 27), (14, 17), (15, 24), (18, 35), (19, 29), (26, 32), (31, 34)]",19182.84004439451
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94)]","[(0, 3), (1, 25), (2, 17), (4, 18), (5, 14), (6, 20), (7, 10), (8, 9), (11, 16), (12, 13), (15, 23), (19, 22), (21, 24)]",7006.424164614413
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61)]","[(0, 6), (1, 5), (2, 11), (3, 14), (4, 15), (7, 12), (8, 16), (9, 18), (10, 13), (17, 20), (19, 21), (22, 23)]",7475.092239917248
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143)]","[(0, 16), (1, 12), (2, 11), (3, 8), (4, 7), (5, 10), (6, 13), (9, 22), (14, 23), (15, 17), (18, 26), (19, 21), (20, 25), (24, 27)]",8623.89515974341
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60)]","[(0, 18), (1, 28), (2, 31), (3, 29), (4, 33), (5, 6), (7, 21), (8, 19), (9, 11), (10, 23), (12, 37), (13, 34), (14, 30), (15, 26), (16, 35), (17, 20), (22, 24), (25, 27), (32, 36)]",17968.771372916664
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104)]","[(0, 3), (1, 13), (2, 6), (4, 18), (5, 8), (7, 14), (9, 17), (10, 16), (11, 12), (15, 19)]",3094.8502889682204
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143)]","[(0, 5), (1, 4), (2, 24), (3, 21), (6, 9), (7, 8), (10, 22), (11, 25), (12, 15), (13, 14), (16, 17), (18, 23), (19, 27), (20, 26)]",10577.380010979437
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71), (118, 143), (81, 70), (109, 98), (84, 131), (138, 121), (78, 137), (91, 148), (149, 57), (79, 54), (90, 101), (84, 58), (77, 122), (141, 90), (77, 133), (113, 100), (132, 108)]","[(0, 19), (1, 6), (2, 48), (3, 30), (4, 21), (5, 22), (7, 50), (8, 62), (9, 31), (10, 17), (11, 16), (12, 52), (13, 24), (14, 18), (15, 39), (20, 60), (23, 47), (25, 45), (26, 57), (27, 34), (28, 44), (29, 55), (32, 38), (33, 58), (35, 59), (36, 63), (37, 61), (40, 41), (42, 46), (43, 49), (51, 54), (53, 56)]",54817.34976678636
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77)]","[(0, 14), (1, 20), (2, 4), (3, 13), (5, 21), (6, 12), (7, 10), (8, 18), (9, 15), (11, 19), (16, 17)]",5972.93154031166
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85)]","[(0, 5), (1, 38), (2, 26), (3, 30), (4, 37), (6, 25), (7, 27), (8, 11), (9, 13), (10, 12), (14, 22), (15, 17), (16, 34), (18, 20), (19, 35), (21, 23), (24, 31), (28, 36), (29, 39), (32, 33)]",19573.46362374664
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71), (118, 143), (81, 70), (109, 98), (84, 131), (138, 121), (78, 137), (91, 148), (149, 57), (79, 54), (90, 101), (84, 58), (77, 122), (141, 90), (77, 133), (113, 100), (132, 108)]","[(0, 14), (1, 34), (2, 59), (3, 62), (4, 46), (5, 56), (6, 7), (8, 18), (9, 47), (10, 37), (11, 63), (12, 36), (13, 38), (15, 42), (16, 35), (17, 53), (19, 33), (20, 31), (21, 25), (22, 52), (23, 28), (24, 41), (26, 44), (27, 51), (29, 40), (30, 43), (32, 49), (39, 58), (45, 48), (50, 54), (55, 61), (57, 60)]",57511.610522139345
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71), (118, 143), (81, 70)]","[(0, 15), (1, 33), (2, 30), (3, 22), (4, 14), (5, 43), (6, 24), (7, 31), (8, 16), (9, 20), (10, 45), (11, 25), (12, 40), (13, 28), (17, 27), (18, 49), (19, 26), (21, 35), (23, 34), (29, 46), (32, 39), (36, 42), (37, 48), (38, 44), (41, 47)]",35221.71761264141
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71), (118, 143), (81, 70)]","[(0, 5), (1, 13), (2, 33), (3, 16), (4, 10), (6, 36), (7, 22), (8, 23), (9, 46), (11, 37), (12, 18), (14, 47), (15, 42), (17, 21), (19, 45), (20, 38), (24, 30), (25, 49), (26, 31), (27, 48), (28, 32), (29, 44), (34, 35), (39, 40), (41, 43)]",32108.971802655098
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71), (118, 143), (81, 70), (109, 98), (84, 131), (138, 121), (78, 137), (91, 148), (149, 57), (79, 54), (90, 101), (84, 58), (77, 122), (141, 90), (77, 133), (113, 100), (132, 108), (68, 83), (67, 81)]","[(0, 54), (1, 57), (2, 27), (3, 11), (4, 34), (5, 61), (6, 37), (7, 56), (8, 14), (9, 44), (10, 28), (12, 21), (13, 30), (15, 35), (16, 36), (17, 25), (18, 32), (19, 40), (20, 31), (22, 29), (23, 42), (24, 65), (26, 45), (33, 38), (39, 46), (41, 47), (43, 53), (48, 50), (49, 59), (51, 58), (52, 64), (55, 62), (60, 63)]",53221.166028071326
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71), (118, 143), (81, 70), (109, 98), (84, 131)]","[(0, 37), (1, 30), (2, 22), (3, 27), (4, 20), (5, 7), (6, 51), (8, 28), (9, 19), (10, 44), (11, 31), (12, 21), (13, 40), (14, 34), (15, 24), (16, 48), (17, 25), (18, 45), (23, 33), (26, 36), (29, 42), (32, 35), (38, 46), (39, 41), (43, 49), (47, 50)]",32957.977688831874
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71), (118, 143), (81, 70), (109, 98), (84, 131), (138, 121), (78, 137), (91, 148), (149, 57), (79, 54), (90, 101), (84, 58), (77, 122)]","[(0, 49), (1, 55), (2, 25), (3, 58), (4, 45), (5, 43), (6, 40), (7, 24), (8, 33), (9, 20), (10, 23), (11, 44), (12, 38), (13, 57), (14, 56), (15, 48), (16, 36), (17, 52), (18, 30), (19, 47), (21, 26), (22, 34), (27, 46), (28, 42), (29, 41), (31, 50), (32, 35), (37, 51), (39, 54), (53, 59)]",47803.29110188897
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71), (118, 143), (81, 70), (109, 98), (84, 131), (138, 121), (78, 137), (91, 148), (149, 57), (79, 54), (90, 101), (84, 58), (77, 122), (141, 90), (77, 133), (113, 100), (132, 108), (68, 83), (67, 81), (145, 121), (118, 83), (145, 124), (104, 124)]","[(0, 16), (1, 4), (2, 56), (3, 5), (6, 47), (7, 28), (8, 48), (9, 23), (10, 33), (11, 59), (12, 39), (13, 34), (14, 63), (15, 66), (17, 43), (18, 54), (19, 60), (20, 25), (21, 45), (22, 37), (24, 65), (26, 46), (27, 31), (29, 38), (30, 61), (32, 36), (35, 50), (40, 68), (41, 53), (42, 52), (44, 49), (51, 64), (55, 57), (58, 69), (62, 67)]",61903.749995436316
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71), (118, 143), (81, 70), (109, 98), (84, 131), (138, 121), (78, 137), (91, 148), (149, 57), (79, 54), (90, 101), (84, 58), (77, 122)]","[(0, 39), (1, 26), (2, 27), (3, 55), (4, 46), (5, 25), (6, 41), (7, 34), (8, 38), (9, 52), (10, 11), (12, 57), (13, 31), (14, 45), (15, 40), (16, 33), (17, 42), (18, 44), (19, 56), (20, 23), (21, 43), (22, 54), (24, 29), (28, 37), (30, 49), (32, 48), (35, 47), (36, 51), (50, 58), (53, 59)]",37076.33173278455
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71), (118, 143), (81, 70), (109, 98), (84, 131), (138, 121), (78, 137), (91, 148), (149, 57), (79, 54), (90, 101), (84, 58), (77, 122), (141, 90), (77, 133), (113, 100), (132, 108), (68, 83), (67, 81), (145, 121), (118, 83), (145, 124), (104, 124)]","[(0, 23), (1, 31), (2, 43), (3, 6), (4, 15), (5, 7), (8, 13), (9, 27), (10, 68), (11, 58), (12, 57), (14, 24), (16, 40), (17, 55), (18, 54), (19, 42), (20, 65), (21, 50), (22, 38), (25, 45), (26, 39), (28, 67), (29, 37), (30, 64), (32, 34), (33, 66), (35, 49), (36, 51), (41, 63), (44, 47), (46, 48), (52, 69), (53, 62), (56, 60), (59, 61)]",67352.86569932025
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71), (118, 143), (81, 70)]","[(0, 42), (1, 31), (2, 6), (3, 48), (4, 43), (5, 12), (7, 18), (8, 47), (9, 44), (10, 39), (11, 25), (13, 24), (14, 21), (15, 34), (16, 32), (17, 45), (19, 29), (20, 46), (22, 26), (23, 33), (27, 28), (30, 40), (35, 38), (36, 41), (37, 49)]",37578.773641186315
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71), (118, 143), (81, 70), (109, 98), (84, 131), (138, 121), (78, 137), (91, 148), (149, 57), (79, 54), (90, 101), (84, 58), (77, 122), (141, 90), (77, 133), (113, 100), (132, 108)]","[(0, 58), (1, 15), (2, 45), (3, 17), (4, 60), (5, 22), (6, 30), (7, 10), (8, 36), (9, 46), (11, 56), (12, 35), (13, 38), (14, 24), (16, 51), (18, 62), (19, 25), (20, 33), (21, 29), (23, 41), (26, 63), (27, 47), (28, 59), (31, 43), (32, 54), (34, 48), (37, 44), (39, 53), (40, 42), (49, 57), (50, 61), (52, 55)]",56075.02968175743
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70)]","[(0, 27), (1, 11), (2, 39), (3, 17), (4, 36), (5, 12), (6, 34), (7, 40), (8, 25), (9, 41), (10, 16), (13, 35), (14, 29), (15, 23), (18, 31), (19, 20), (21, 22), (24, 33), (26, 38), (28, 32), (30, 37)]",20765.49023804252
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74)]","[(0, 16), (1, 9), (2, 8), (3, 23), (4, 13), (5, 17), (6, 28), (7, 31), (10, 11), (12, 18), (14, 19), (15, 25), (20, 29), (21, 24), (22, 27), (26, 30), (32, 33)]",12599.07816551447
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71), (118, 143), (81, 70)]","[(0, 38), (1, 17), (2, 18), (3, 43), (4, 7), (5, 27), (6, 9), (8, 40), (10, 28), (11, 29), (12, 20), (13, 45), (14, 42), (15, 36), (16, 31), (19, 37), (21, 41), (22, 30), (23, 26), (24, 35), (25, 33), (32, 47), (34, 39), (44, 48), (46, 49)]",32282.45804791211
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135), (84, 139), (137, 132), (59, 127), (131, 71), (118, 143), (81, 70), (109, 98), (84, 131), (138, 121), (78, 137), (91, 148), (149, 57), (79, 54), (90, 101), (84, 58), (77, 122), (141, 90), (77, 133), (113, 100), (132, 108)]","[(0, 61), (1, 42), (2, 62), (3, 56), (4, 17), (5, 14), (6, 29), (7, 37), (8, 18), (9, 34), (10, 38), (11, 27), (12, 28), (13, 33), (15, 21), (16, 43), (19, 53), (20, 49), (22, 45), (23, 31), (24, 32), (25, 48), (26, 58), (30, 54), (35, 47), (36, 41), (39, 57), (40, 50), (44, 52), (46, 59), (51, 60), (55, 63)]",55341.71252871525
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77)]","[(0, 15), (1, 11), (2, 10), (3, 18), (4, 8), (5, 7), (6, 17), (9, 21), (12, 16), (13, 19), (14, 20)]",5432.150265665402
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135)]","[(0, 32), (1, 25), (2, 21), (3, 14), (4, 31), (5, 23), (6, 19), (7, 22), (8, 34), (9, 10), (11, 29), (12, 20), (13, 42), (15, 40), (16, 37), (17, 30), (18, 33), (24, 26), (27, 39), (28, 35), (36, 43), (38, 41)]",23713.662989533183
"[(131, 64), (53, 144), (85, 81), (78, 67), (144, 63), (136, 144), (119, 61), (125, 104), (54, 53), (61, 77), (79, 114), (127, 53), (121, 75), (141, 133), (139, 119), (103, 78), (107, 125), (85, 50), (147, 70), (139, 104), (93, 85), (69, 77), (147, 93), (63, 61), (98, 62), (95, 94), (127, 83), (55, 143), (108, 118), (65, 98), (60, 120), (87, 130), (129, 96), (123, 74), (140, 58), (55, 134), (79, 148), (87, 60), (79, 62), (98, 85), (108, 131), (96, 70), (97, 95), (76, 135)]","[(0, 24), (1, 16), (2, 26), (3, 17), (4, 39), (5, 22), (6, 13), (7, 40), (8, 12), (9, 38), (10, 36), (11, 30), (14, 43), (15, 41), (18, 29), (19, 28), (20, 33), (21, 25), (23, 35), (27, 42), (31, 32), (34, 37)]",23053.423151258805
